0.05,-0.61816,0.28909,0.3101
0.0501,-0.61677,0.30977,0.29105
0.0502,-0.61452,0.33006,0.27168
0.0503,-0.61141,0.34994,0.252
0.0504,-0.60748,0.36936,0.23203
0.0505,-0.60274,0.38833,0.21177
0.0506,-0.59719,0.40682,0.1912
0.0507,-0.59087,0.42482,0.17031
0.0508,-0.58377,0.44231,0.1491
0.0509,-0.57593,0.45925,0.12758
0.051,-0.56736,0.47562,0.10577
0.0511,-0.55809,0.49137,0.083699
0.0512,-0.54812,0.50646,0.061394
0.0513,-0.53749,0.52081,0.038899
0.0514,-0.52622,0.53439,0.016256
0.0515,-0.51433,0.54711,-0.0064866
0.0516,-0.50182,0.55891,-0.029274
0.0517,-0.48873,0.56972,-0.052058
0.0518,-0.47507,0.5795,-0.074789
0.0519,-0.46084,0.58818,-0.09742
0.052,-0.44606,0.59574,-0.11991
0.0521,-0.43074,0.60215,-0.14222
0.0522,-0.41488,0.6074,-0.16433
0.0523,-0.3985,0.61151,-0.18621
0.0524,-0.38159,0.6145,-0.20785
0.0525,-0.36418,0.61641,-0.22924
0.0526,-0.34628,0.61727,-0.25037
0.0527,-0.32791,0.61714,-0.27125
0.0528,-0.30908,0.61607,-0.29186
0.0529,-0.28982,0.61412,-0.3122
0.053,-0.27015,0.61134,-0.33226
0.0531,-0.25011,0.60777,-0.35202
0.0532,-0.22973,0.60346,-0.37146
0.0533,-0.20904,0.59843,-0.39054
0.0534,-0.18806,0.59271,-0.40923
0.0535,-0.1668,0.58632,-0.42747
0.0536,-0.1453,0.57924,-0.4452
0.0537,-0.12357,0.5715,-0.46236
0.0538,-0.10166,0.56307,-0.47888
0.0539,-0.079594,0.55395,-0.49468
0.054,-0.057392,0.54413,-0.5097
0.0541,-0.035084,0.53359,-0.52386
0.0542,-0.012691,0.52235,-0.53711
0.0543,0.0097604,0.5104,-0.54939
0.0544,0.032249,0.49774,-0.56064
0.0545,0.054749,0.48439,-0.57083
0.0546,0.077237,0.47039,-0.57996
0.0547,0.099686,0.45575,-0.58798
0.0548,0.12207,0.44051,-0.59493
0.0549,0.14436,0.42472,-0.6008
0.055,0.16653,0.4084,-0.60563
0.0551,0.18854,0.39159,-0.60945
0.0552,0.21037,0.37434,-0.61229
0.0553,0.23197,0.35668,-0.61419
0.0554,0.25334,0.33862,-0.61517
0.0555,0.27442,0.3202,-0.61528
0.0556,0.29519,0.30142,-0.61451
0.0557,0.31563,0.28229,-0.6129
0.0558,0.3357,0.26283,-0.61045
0.0559,0.35537,0.24303,-0.60717
0.056,0.37462,0.22289,-0.60305
0.0561,0.39342,0.20242,-0.59812
0.0562,0.41173,0.1816,-0.59236
0.0563,0.42952,0.16043,-0.58578
0.0564,0.44676,0.13893,-0.57841
0.0565,0.4634,0.11711,-0.57025
0.0566,0.4794,0.095016,-0.56134
0.0567,0.49471,0.072689,-0.55169
0.0568,0.50929,0.050172,-0.54133
0.0569,0.64274,0.024502,-0.52324
0.057,0.70398,0.00068388,-0.50933
0.0571,0.7387,-0.022422,-0.4962
0.0572,0.75423,-0.045426,-0.48291
0.0573,0.75284,-0.068593,-0.46965
0.0574,0.7366,-0.090964,-0.45699
0.0575,0.7097,-0.11226,-0.44456
0.0576,0.67608,-0.13365,-0.43162
0.0577,0.63681,-0.1554,-0.41807
0.0578,0.59117,-0.1763,-0.40458
0.0579,0.53832,-0.19614,-0.39146
0.058,0.47843,-0.2155,-0.37862
0.0581,0.41182,-0.23437,-0.36567
0.0582,0.33863,-0.25288,-0.35238
0.0583,0.25903,-0.27132,-0.33867
0.0584,0.17467,-0.28938,-0.32481
0.0585,0.087754,-0.30666,-0.31068
0.0586,-0.00011007,-0.32363,-0.29607
0.0587,-0.088516,-0.34063,-0.28088
0.0588,-0.17802,-0.35721,-0.26546
0.0589,-0.27002,-0.37304,-0.25001
0.059,-0.36495,-0.3884,-0.23455
0.0591,-0.46209,-0.40338,-0.21878
0.0592,-0.56115,-0.4179,-0.20254
0.0593,-0.66316,-0.43199,-0.18592
0.0594,-0.76815,-0.44543,-0.16922
0.0595,-0.87417,-0.45804,-0.15228
0.0596,-0.97854,-0.47014,-0.13493
0.0597,-1.0799,-0.48173,-0.11728
0.0598,-1.1778,-0.49207,-0.099765
0.0599,-1.272,-0.50095,-0.082367
0.06,-1.3621,-0.50902,-0.064817
0.0601,-1.4485,-0.51642,-0.04695
0.0602,-1.5326,-0.52268,-0.028905
0.0603,-1.6153,-0.52782,-0.010712
0.0604,-1.6969,-0.53213,0.0075469
0.0605,-1.7775,-0.53538,0.025884
0.0606,-1.8576,-0.5376,0.044269
0.0607,-1.937,-0.53914,0.062687
0.0608,-2.0149,-0.53996,0.080963
